ID,Scaffold,Activity,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
90,O=C(Oc1ccccc1C=CC(=O)c1cc2ccccc2o1)c1ccccc1,0,-1.9077466,4.3940525,-4.5305934,-2.2163694,-5.5969176,-4.1256394,-8.311408,-12.000826,-8.268143,-11.468987,21.222574,-7.957549,7.213637,-6.548906,-11.989112,-3.3644388,2.55264,10.13178,-4.079399,-11.948337,-12.689604,6.1022463,-13.37459,6.6402845,4.5304065,-9.979311,-0.59346336,-4.6135464,-0.4340435,1.3306578,-1.3426156,15.191902,16.95684,3.678465,-10.614338,-16.823734,11.86072,13.593864,-13.030382,13.247305,10.394403,-15.053065,4.430167,-2.1029208,0.43513107,-11.457838,-16.286438,3.5942497,16.023142,14.196917,6.044203,7.8750963,-2.766668,-0.3236644,5.7633176,15.716995,-7.565109,-2.575208,11.126692,-0.3943383,-7.6655846,-0.30646223,16.284187,2.3368447,3.7745717,-8.853203,-3.8075426,26.931438,-3.9440408,18.32862,-0.56940526,-9.002109,12.112246,-3.2562032,-13.983791,-4.720212,0.47764537,10.360228,2.0140204,-16.111975,12.531897,11.502797,11.654931,-8.574443,-21.981457,11.160294,4.5937805,32.43242,2.6700718,2.1280265,18.824451,5.911051,-2.4671137,-14.5497465,9.97103,-28.082998,1.3081924,21.522123,-10.062767,-6.186224
91,O=C(CCC(=O)N(CC(=O)NC1CCCC1)Cc1ccccc1)Nc1ccon1,0,5.4453893,-1.3342742,-1.0166218,-0.54050785,-4.983861,-8.716118,-12.559887,-12.007172,-8.933119,-12.638087,14.787632,-7.1187253,6.3087716,-4.2786865,-14.942548,-7.9130173,-3.2589765,1.8475509,-2.4151888,-12.737743,-4.9798207,15.513408,-15.889679,11.484709,3.2588449,-8.440749,-9.931411,-10.88155,5.92326,-5.8197694,-1.9521356,12.910093,16.411325,-1.7315595,-9.2587,-15.485093,17.852621,15.345686,-11.39346,17.084398,4.248765,-9.413718,6.6626925,-2.3329768,-0.71837515,-9.471854,-21.250248,4.309097,21.991121,12.614767,10.590338,10.596279,4.7990227,3.3523934,4.076204,7.6453347,-1.7475071,-1.367059,5.6633244,-0.27379185,-8.737522,-7.5838885,3.1741676,2.5635605,-6.175105,-5.1753883,-0.56149,20.820906,0.34470752,11.933694,-3.8618119,-11.486987,8.106023,-5.3966274,-15.424598,-6.553389,2.4071128,-0.30123794,-4.508813,-12.92311,11.243177,7.2270226,2.5140724,-7.649682,-25.36364,18.769876,4.1325006,31.49639,-2.6816745,0.28429356,24.437508,3.6953046,3.0719273,-21.493143,9.161972,-27.766197,6.5147624,15.695349,-19.240156,0.13604803
92,O=c1[nH]c2cc3c(cc2cc1CNCc1ccccc1)OCO3,0,0.9211161,3.5563223,-3.9469154,-1.8080063,-10.62336,-3.0075002,-8.767559,-5.6026144,-4.3894596,-10.306031,17.097137,-9.749638,-0.56603694,-4.9727497,-5.8619847,0.603433,-3.16683,9.072033,1.27118,-7.1205235,-10.0183,7.4012823,-11.9143505,6.9923873,-2.3167326,-2.7611997,-4.439635,-6.2930894,2.8790166,0.55838567,-3.1448205,12.182969,15.991512,3.925122,-8.82324,-12.944347,9.359403,12.398395,-7.71435,10.045203,10.104869,-6.3805466,4.331958,-4.4255543,-0.7691756,-10.80012,-12.8053465,-0.6243876,14.091726,11.62665,6.984798,4.7498107,-1.1462584,3.3612537,5.514881,12.642065,-2.7053406,-6.768156,6.0277257,-0.48142606,-4.8787317,-1.875104,6.1372266,2.7759826,2.3372033,-7.89322,-2.3134108,15.506478,-0.7452364,12.229831,-0.6279348,-10.064836,7.777185,-0.40087563,-9.270442,-3.0841484,3.2464523,4.5103836,-0.16571605,-14.393636,8.225526,7.7724576,7.1941156,-7.406316,-19.357224,16.546473,2.963203,26.81085,-0.08789204,-0.46960646,15.204132,6.894387,-3.6749444,-11.238625,13.720772,-26.405941,0.5808329,16.39824,-12.794333,-3.0040789
93,C(=Cc1ccc2ccccc2[nH+]1)c1ccn(-c2ccccc2)c1,0,-2.2720392,1.5260178,-7.761147,-1.117613,-8.196447,-3.6229012,-3.1955097,-9.048613,-6.0311427,-11.231538,19.100363,-6.3456917,4.3625345,-5.655752,-7.320931,-2.9770699,1.3060427,6.959411,-4.525243,-9.101861,-10.518354,2.3602962,-12.251348,3.7061956,1.8156838,-7.040194,-1.1934698,-5.344868,-3.947351,0.74029434,-4.112144,12.80969,13.5047035,5.889162,-8.114213,-14.37673,6.2010527,5.664771,-5.5927067,11.423481,8.551561,-11.659422,1.7451258,-6.466531,-2.537343,-12.741287,-9.471858,1.0958381,13.801525,9.001215,5.942909,6.549298,-6.700172,1.8017025,4.9283795,11.470084,-3.5368729,-2.9120574,14.148774,0.89324045,-5.060783,-1.4394614,13.085888,3.722058,3.0938315,-6.349056,-2.9531384,21.990396,-2.960482,13.366876,2.247627,-9.491612,6.6234245,-2.5110776,-11.120106,-5.308035,0.124054804,6.5200086,4.233991,-16.133509,13.389264,9.079496,6.730796,-7.8263783,-16.73279,8.950459,1.4640065,25.50021,4.9006815,1.545048,14.451368,3.1851366,-4.012982,-10.6219225,6.7165003,-21.714497,-3.2204394,15.539423,-7.9322047,-6.373486
94,c1ccc(Cn2cccc2)cc1,0,-1.054094,1.7039528,-3.278214,-0.46038067,-3.8312087,-3.671237,-4.58519,-3.6486392,-2.6810777,-6.5070343,10.46569,-2.8160434,2.87843,-2.8156989,-5.71111,-1.3594018,-0.2094535,2.8322756,-2.1564617,-6.294786,-5.7869825,4.090942,-7.6966467,3.0962512,-1.6640183,-3.7620652,-3.0900915,-3.2526836,-1.489831,-0.86023176,-1.6039039,8.435006,7.656231,2.0483189,-4.3761554,-9.172554,5.419289,2.3381274,-2.6179566,6.472737,6.3420143,-6.1737013,2.5742908,-3.6115596,-2.9505188,-5.11716,-5.4299884,0.30019778,6.4787664,3.6247594,4.3451343,3.5243013,-3.361298,-0.6012964,2.8811316,5.700353,-2.2991078,-0.7051613,7.336478,-0.42295405,-1.9625533,-0.5151233,4.5582085,3.7054868,2.995913,-3.4485784,-1.892971,9.521047,-1.6881353,7.9352274,1.001644,-6.252239,0.931146,-0.24839482,-4.9863687,-1.4838661,1.671404,1.7416964,0.15340623,-9.184338,9.094289,3.8636386,3.2509947,-5.613955,-11.61068,6.7707767,3.1965575,13.912571,2.3164246,2.2180088,6.8620324,4.3562145,-2.401803,-6.461558,3.8682327,-10.042686,-1.1480976,7.082472,-4.307145,-2.28165
95,O=C1C=CC(=O)N1c1cccc(-c2ccccc2)c1,0,-0.9176311,3.2275424,-4.811228,-5.198445,-7.38842,-4.5405235,-6.3684645,-5.410382,-5.7525086,-5.356477,13.866127,-8.564511,3.7224455,-4.7120547,-7.519005,1.7038331,-0.9769102,4.7714953,-0.2916871,-7.38073,-9.603272,8.237212,-12.333671,3.3653808,0.93696225,-4.6823316,0.6324459,-3.462866,-0.34964776,-0.58147335,-2.06799,8.486787,13.12832,2.8976545,-5.9391875,-7.609531,8.711359,8.175362,-6.150918,8.575108,12.370329,-6.410177,3.622383,-4.6796327,-3.7795377,-10.791379,-7.6129193,-1.9629959,12.50847,9.389364,3.21765,2.1377404,-5.33177,0.12808615,3.4778543,7.043425,-1.4913323,-4.431734,9.063954,1.9725325,-3.8874264,-1.1040803,9.769462,3.1847577,2.140195,-6.445111,-1.0750248,14.003264,-5.8528366,13.827212,1.9068313,-7.854728,4.7513256,2.8169048,-10.885436,-4.7879806,1.3819495,5.9799128,3.3151116,-12.527188,12.954593,5.2036037,5.012999,-7.1722407,-11.5046215,11.689794,1.7412832,21.448635,1.5446204,-0.094319545,11.574062,7.2644935,-4.252718,-6.76298,8.206866,-17.771444,3.052761,12.961728,-6.183596,-5.1791105
96,O=C(COc1ccc(C=NNC(=O)CSCc2ccccc2)cc1)NCc1ccco1,0,-0.30128562,1.6152508,-6.126915,3.1425,-4.9866495,-12.074018,-12.666746,-11.678781,-9.128065,-15.787996,16.667143,-9.584746,5.377847,-6.7949877,-10.312221,-4.3712783,-3.1136572,6.4375663,-2.3108568,-15.83805,-8.668508,11.409947,-11.909728,8.99321,1.1881168,-11.864642,-3.6917717,-2.5200396,-1.4087589,-6.3868165,2.1968765,19.643133,17.07859,1.309237,-9.931553,-16.888313,15.547606,16.271065,-11.557319,15.855838,9.96572,-15.450026,5.4363494,-1.4219074,-0.18642917,-11.590692,-23.619635,6.0391603,19.660187,11.257227,8.011483,13.440727,2.5139937,-2.1540768,7.3955226,11.654889,-4.7098937,-1.0210134,9.588921,-2.871745,-8.653427,-4.580886,8.495275,-1.7038229,3.4623406,-3.3264914,-3.5670009,25.22123,-2.0524683,15.805668,-2.1844807,-12.026491,12.184924,-6.641685,-16.870102,-4.2916803,2.3257024,6.0940533,1.8676109,-16.671812,9.798096,9.925044,2.6254525,-10.010356,-26.435913,15.257057,2.734788,35.28166,6.1695347,1.0793729,23.316765,6.2174892,2.0357673,-21.28405,10.840915,-31.970118,1.3837796,20.74579,-12.607628,-2.7089825
97,O=C(NN=Cc1ccccc1)c1nnn(-c2cnon2)c1CN1CCCCC1,0,-0.6999119,-0.78005713,-2.407209,-3.654848,-6.5174937,-7.4886966,-8.834711,-13.075256,-4.8322334,-15.705442,23.038664,-11.060508,-4.13303,-3.4740489,-6.417077,-3.8354092,-4.044017,5.5092554,-7.995108,-10.640317,-9.226818,10.461776,-8.320733,7.5201955,6.5647197,0.9361856,-3.146918,-9.234313,4.8085275,-4.4872823,-3.795578,8.75673,20.638685,-1.4947599,-3.9536145,-11.729064,10.334054,8.623808,-13.066146,16.346756,8.019377,-12.113636,0.57659,-9.846509,1.5584676,-14.601931,-14.280353,3.3715284,20.172571,7.8098464,9.950119,7.374625,-0.13019572,1.900393,3.3898644,8.756331,0.043072857,-2.8998902,9.119015,-1.5143685,-3.4748535,-3.4904234,5.088422,5.5992384,-1.5382174,-3.5328333,-1.8240193,21.365013,3.4625907,11.658423,-2.191774,-9.819714,9.133865,-4.6544037,-11.035479,-4.770254,0.5100625,4.8138366,1.5305191,-14.806009,15.954609,10.586801,-0.9986883,-7.718159,-25.662386,18.081005,4.206288,25.05092,0.5530063,3.758374,20.369074,3.592408,-3.0151007,-14.316189,7.863746,-25.836782,5.468475,14.956295,-9.661137,0.9439252
98,C(=C1Nc2ccccc2S1)c1cccc[nH+]1,0,-0.27799585,3.210176,-5.1404,-2.4073403,-7.222544,-2.4351528,-2.2919526,-5.6578627,-4.29443,-6.2404337,11.266455,-6.2111635,1.1812476,-5.3621664,-4.8792877,-1.0246179,-0.19382358,4.3710866,-2.207066,-7.828648,-7.0681834,2.5128684,-8.465367,-0.23999006,1.3325869,-2.5240438,0.14492801,-3.1402402,-2.015906,-2.2459831,-2.9179513,6.2860537,11.083017,4.4721546,-4.2177196,-4.5422873,6.5924687,8.445483,0.9509793,7.700357,5.471876,-7.1539946,1.9956899,-6.23157,-1.8441579,-9.7171,-4.6636996,3.8528771,9.6078615,4.507137,3.033689,4.807659,-3.7719796,2.4534755,4.1667404,7.386374,-2.8697321,-2.473218,9.759809,-0.037726298,-4.9632363,-0.7586501,6.6214,1.9362918,-1.5909371,-2.7965,-1.6571038,13.676635,-1.357734,7.385523,5.2543535,-4.831812,5.1975703,-0.39728484,-7.9891524,-2.7557724,2.0765488,2.9470427,3.0698524,-11.632814,7.3524737,1.4002714,5.1894965,-5.799845,-8.70264,8.550193,-0.286168,17.420359,4.525882,-2.8371992,8.822274,3.1325874,-6.1285105,-3.2338762,3.5549202,-13.952324,0.37839597,14.372705,-5.877335,-5.9547906
99,O=C(NN=Cc1ccc2c(c1)OCO2)c1nnn(-c2cnon2)c1CSc1ccccc1,0,-4.9939117,0.87740207,-4.00851,-1.347592,-8.368562,-6.3792863,-9.76813,-12.036521,-4.863224,-17.540197,23.886698,-16.394396,-4.6678634,-5.2473645,-4.2914047,-1.5274092,-4.2985535,9.7258625,-5.473709,-10.584584,-12.717231,6.9576354,-7.28877,9.175521,1.4951994,-3.1528468,-3.389413,-6.916399,3.1904724,-5.4729934,-0.06079965,11.13647,20.66302,1.8590412,-4.9860616,-19.197357,12.061268,11.790749,-13.396902,16.21057,12.725633,-11.291806,0.44063228,-9.312759,0.31021518,-15.616333,-19.147743,4.7846565,17.072052,10.316505,8.054876,6.2497444,-2.6294346,0.046709947,5.521828,14.241692,-1.3199193,-5.54222,8.007192,-0.48507854,-5.012731,-2.3329847,6.5892015,0.41985935,1.2281202,-3.8281765,-3.3538601,24.38509,1.7806079,14.794961,-0.28143275,-11.913443,15.2058935,-4.2452335,-13.320506,-4.773127,1.9365425,7.7928143,3.2291849,-19.399363,15.647432,10.271623,3.208657,-9.080165,-26.566515,17.696123,6.806335,33.01236,4.0097985,4.131171,23.50997,5.774226,-3.1978352,-15.722262,13.507419,-35.796368,4.5051694,20.184837,-9.466179,0.743894
100,O=c1cc(CSc2nnc(-c3cccnc3)n2-c2ccccc2)c2c(ccc3ccccc32)o1,0,-5.0140166,4.81043,-7.6155066,-1.800487,-11.832555,-6.1740427,-12.925672,-8.499137,-8.617201,-16.914484,29.41562,-13.366627,2.1269932,-11.633027,-8.024283,-1.4456257,-4.986059,11.808457,-7.7887893,-10.001417,-13.897862,9.56737,-12.961088,9.268521,-0.11760738,-6.3431625,-4.113093,-10.507087,-1.451016,2.3869882,-0.5429417,17.979502,24.766983,4.865841,-10.7293,-20.29623,16.2522,15.522393,-13.333126,18.537872,19.54313,-12.517195,3.5149155,-8.213027,-4.7600822,-18.712395,-15.651468,2.4079828,22.310308,9.104219,8.942745,9.7497015,-2.7355516,-2.4068973,8.841489,17.03485,-6.721411,-10.048784,10.10541,2.100181,-4.282587,-1.181481,10.904627,1.874243,7.534117,-7.13276,-2.1540484,23.799889,-5.3028727,19.05183,4.476759,-14.398875,11.919854,1.1180816,-16.45464,-5.3819284,5.2765765,12.214216,1.8527361,-24.059753,22.63515,10.132601,8.677141,-11.781656,-30.980268,19.405499,4.503145,36.38436,2.1396546,7.241723,17.37398,10.82237,-4.1320095,-18.73917,11.983909,-33.447765,0.30545902,23.233322,-9.200056,-4.6394567
101,O=C1OCCC1=Cc1ccccc1,0,-0.11274934,3.5471609,-4.3748727,-3.2621634,-2.6613686,-1.742744,-4.002004,-5.3446946,-1.8810849,-3.7099638,10.31179,-5.9520297,-0.31740844,-2.8413095,-3.777327,2.3019032,0.45193568,4.260527,-1.6808193,-5.964035,-6.431525,4.434481,-6.6376643,0.60510886,2.5905004,-1.4358925,0.46259123,-2.4746437,1.1010398,-0.5520673,-3.729735,7.6005316,9.483268,0.99984634,-4.080684,-5.5119996,2.8849514,5.1293993,-5.013932,4.756693,5.7275615,-3.8400347,2.883687,-2.813847,0.8691812,-6.978785,-4.5908957,0.69771016,7.684457,4.167597,3.1487496,0.7935211,-2.028965,3.459619,0.9766016,6.567622,-0.97588205,-3.1899517,6.472191,0.44298145,-4.581938,-1.1923136,4.7745247,2.2873726,-1.0555806,-5.0444727,-1.3256518,10.395604,-0.3266026,5.78732,1.2445673,-1.828687,6.234653,0.78539735,-6.8493443,-2.6691658,-1.3811073,2.179281,-0.7862827,-9.140143,6.1382947,3.7309072,4.0687423,-3.9786584,-9.49852,7.321835,1.2797384,12.975816,1.5866393,0.042210743,11.521988,3.7629108,-2.0487075,-4.994234,7.99684,-13.745633,1.7815282,11.240055,-5.967401,-3.693748
102,S=c1[nH]nc(-c2ccsc2)[nH]1,0,2.058156,0.49439743,-3.1291358,-1.4015107,-9.8394785,-0.30365485,-0.75185144,-2.8421454,-1.6142842,-4.923519,7.552285,-6.197204,-0.29844996,-0.028026074,-3.8170123,-1.1765546,-0.68002445,2.8049154,-0.746494,-2.5094407,-1.6646041,4.9942656,-3.290868,-0.3154916,1.5410216,2.7690644,-1.3064835,-6.259745,0.9230764,1.1421317,-0.5275724,1.4307653,8.1051035,3.5480072,-2.1853375,-4.1928205,7.6852617,6.920976,-3.0239007,5.591077,3.139106,-5.5750494,2.8053708,-5.780336,-0.23122382,-5.3203354,-6.366693,2.048073,8.179578,2.3720415,2.723867,2.5499048,-0.1857947,-3.33368,2.891032,4.868417,-2.1617885,-1.6303974,0.7147608,-0.23654518,-6.3557277,-0.5712154,1.8874089,-1.5864908,2.8604896,-3.246913,-0.97092295,7.974584,1.1384968,3.815562,1.4591376,-4.7722154,3.4448442,4.0241666,-1.7136527,-1.6586771,5.318863,3.835525,3.8940318,-10.452593,5.666643,0.07787165,2.5138032,-3.9009695,-8.138886,8.307956,-2.4274135,9.597694,2.4267826,-0.1262197,6.5852365,0.26173884,-2.5195436,-2.4404755,3.9866545,-10.647258,0.21032493,7.6284432,-6.640411,-0.32652098
103,O=C(CSc1nnc2c3c4c(sc3ncn12)CCCC4)NCc1ccco1,0,-3.1720707,0.3510999,-4.370436,-4.1263733,-7.0916586,-7.1964564,-9.352083,-9.818622,-3.558831,-13.350272,20.870726,-10.07416,-1.9602348,-2.2633066,-5.0617256,-6.50269,-8.333716,4.034212,-7.071197,-7.9421673,-7.6860495,13.849591,-8.180793,8.181058,3.2740247,-1.0114388,-2.592232,-9.86945,4.037918,-1.7477624,2.1155753,8.9172735,16.954033,0.58388734,-7.6181417,-12.995168,13.662906,13.292082,-10.127305,14.711435,14.177826,-10.273461,2.6250858,-8.292644,-0.08253071,-14.479329,-12.603653,4.33195,18.344137,3.270282,13.006113,8.428905,1.7883594,1.325722,4.3316097,7.451583,1.0709429,-3.003058,5.1513557,-0.56529367,-6.6951137,-2.0264091,1.0203038,1.1311061,-2.9769547,-2.6274815,1.0088495,13.754945,-0.45549822,6.9753084,0.72614026,-7.455013,12.946903,-2.0968397,-11.76474,-3.7235584,4.643003,3.4143007,-2.93985,-14.00264,13.187342,4.289369,2.5742645,-6.224095,-27.50424,21.666172,0.35796696,25.792686,0.4323414,3.9231768,18.179562,5.237224,-0.42851847,-15.0364,9.637966,-27.646257,4.401368,14.5878315,-13.800724,-0.6679951
104,c1ccc(-n2cncn2)cc1,0,-1.6810607,0.84961224,-3.9304297,-1.158126,-3.743655,-2.389492,-2.2308118,-4.4900675,-1.1927915,-4.6443295,9.861079,-3.6806877,0.29820877,-2.8927755,-4.295799,-1.7100971,-1.6040473,2.90392,-4.0152936,-3.8141692,-4.473543,2.6133888,-6.0622425,3.0453565,-0.32039207,-1.5236518,-2.2858288,-3.3716211,-1.0801659,0.66554105,-2.4668188,4.6361976,7.504429,1.8166454,-2.8184934,-7.6545343,5.010347,1.3794206,-4.4016514,8.0947695,7.422913,-5.6144133,0.56615174,-2.6841671,-1.3617901,-5.4316497,-3.7150342,0.4708474,6.469751,1.7724065,4.2526016,2.3022103,-2.1374187,-1.9741215,2.7135706,4.3802333,-0.10692516,-2.9722521,6.3911915,0.81884336,-1.1417071,-1.0900232,2.4541252,1.4935013,1.3341414,-2.0933614,-3.5277712,9.004698,0.16229203,6.4288034,1.3822643,-7.408932,1.8444852,0.70190847,-3.7705352,-4.0516534,1.8516265,4.071493,0.533737,-8.054935,10.317159,4.0600357,2.97864,-3.5176075,-10.314252,6.6866317,3.2798417,12.413748,0.66214013,1.3592618,5.8618836,3.7729735,-3.9605637,-4.4969983,2.2865908,-9.6639805,0.044652496,5.71663,-3.6261582,0.25851884
105,O=C(C[n+]1cc(-c2ccccc2)n2c1CCC2)OCc1ccccc1,0,-3.7671094,1.6564304,-6.200365,-1.7330526,-6.2277584,-2.5720189,-7.055377,-6.426178,-5.4146395,-10.39361,17.356636,-3.791362,5.727628,-4.0901785,-9.824904,-3.911109,1.4726642,5.7968984,-6.289553,-12.361122,-11.636386,10.810217,-16.602404,5.6009436,6.4765134,-3.8831046,-6.2880373,-5.881332,2.2510972,-0.6474515,-1.835315,16.637886,18.151255,3.2343397,-7.962927,-12.936504,9.074484,8.367906,-7.3366275,10.3913355,8.459625,-12.020571,3.8417335,-8.474906,-2.308013,-11.105354,-12.040944,4.5225124,17.461357,10.44008,12.578537,9.23436,-6.5965347,0.28070602,7.1846185,12.358437,-0.26021287,-2.4843123,7.967683,3.4254386,-8.468673,-2.6662014,10.056844,4.7114754,-2.2103243,-7.1536922,-0.8106504,14.994378,-3.9401648,11.809421,0.22897597,-9.956039,4.834475,-1.5127333,-9.712192,-0.72234577,4.959829,3.2046,2.1865962,-15.179827,14.014629,8.2531185,6.1794624,-7.619349,-20.299404,12.746557,6.680173,25.621517,0.9873474,0.8738408,15.82129,8.441089,-1.6101742,-16.952688,12.423426,-23.536226,2.5973837,13.542008,-7.353964,-4.70131
106,O=C(Cn1ccc2ccccc21)Nc1ccc2c(c1)OCO2,0,-1.84903,2.385667,-2.9172843,-0.70074666,-6.640687,-4.649135,-8.593805,-6.310104,-4.981916,-10.108964,15.282067,-8.0432625,0.7097815,-3.2871146,-8.274611,-2.2754989,-3.1694565,6.8346663,-3.4592037,-7.5152645,-10.118522,6.363389,-12.058607,7.5739846,-1.3923614,-3.6209257,-3.4586043,-4.721453,2.420928,0.12661397,-1.852914,12.694216,13.453431,2.432324,-6.2796783,-13.789295,8.58666,8.385193,-7.830069,9.615911,9.452968,-7.5642653,4.367537,-3.9453745,-1.3112447,-9.039982,-12.84002,-1.4199476,13.137403,11.520547,6.8040257,5.219984,-2.8340652,2.6881378,4.75553,10.575371,-0.028902113,-4.130344,8.0412,-0.34501857,-7.732649,-2.1619325,4.903446,4.7588496,-0.26693144,-7.2897654,-2.5444317,16.933113,-0.9440224,12.53629,-1.9051902,-9.248444,6.6905103,-1.9717023,-11.820731,-3.456226,1.5730982,3.5199544,1.7489865,-14.128455,10.605174,6.629027,8.390816,-7.112582,-18.37896,13.722875,5.700487,25.472795,-0.9416699,2.7311575,14.65485,5.663586,-1.8440385,-11.305316,10.493849,-25.37968,3.3112621,15.235716,-10.15619,-2.2344317
107,O=C(Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCOCC1)c1cc(-c2ccccc2)nc2ccccc12,0,1.2125349,1.0760561,-3.4337595,-4.3809023,-11.249329,-3.8104618,-13.177724,-14.264239,-5.8461766,-22.635849,35.265697,-11.723483,0.21887188,-5.8276286,-16.768385,-3.908421,-7.442268,8.337947,-12.019141,-16.365387,-11.104947,15.286379,-20.122543,10.605136,2.0196779,-0.43943495,-4.5839586,-10.039226,10.314177,3.4052129,-9.088913,18.894073,31.188967,1.5866108,-12.082676,-14.757363,14.988765,14.75654,-18.840717,24.118254,16.559437,-13.761024,5.7982836,-8.470937,-0.10123695,-19.93164,-16.639845,-3.5672784,30.327547,15.756303,14.241825,7.3534636,-3.855689,6.7677574,7.485348,15.553791,-0.20170465,-10.184601,11.200205,-4.370834,-2.4091008,-5.2680306,5.8064547,11.3166065,-1.9998285,-11.218067,-0.84859335,28.084116,0.9882498,22.431656,-5.2132945,-11.296322,10.547552,-4.5323305,-23.362507,-6.258397,1.5939667,3.016771,1.709837,-26.534218,25.808046,15.36488,16.232769,-11.683731,-37.075817,27.367281,3.0451634,40.354877,-9.599687,2.7519019,29.57501,6.978527,-8.842923,-17.507406,14.418147,-41.12756,7.9273276,23.52922,-13.4749365,-8.623501
108,N=c1c(C(=O)NCc2ccco2)cc2c(=O)n3ccccc3nc2n1CCc1ccccc1,0,-0.40663248,3.0976253,-7.7379427,-2.3241415,-9.960737,-8.859741,-10.440104,-12.3754225,-5.25046,-18.063728,24.211252,-8.306283,6.318976,-6.982926,-8.822671,-3.769895,-5.494467,9.447491,-5.955854,-14.616958,-11.881733,12.424615,-16.574549,9.435612,1.4190842,-5.3752494,-4.2048264,-8.326659,-1.4453297,-2.6250288,0.94530135,16.711435,23.444311,5.276958,-13.8804865,-19.761417,16.6495,16.194866,-13.65232,18.75049,12.569006,-15.460553,3.9580116,-9.903409,-2.7810798,-17.596249,-14.801058,-0.40803075,22.849525,11.679489,10.609001,8.864809,1.1367081,3.3313792,8.07114,12.588474,-5.95942,-4.918225,11.433037,-1.1001858,-6.2988887,-3.2711742,8.85102,3.711781,2.5599601,-7.7771783,-2.598571,22.294044,-1.759737,16.781593,-2.1318297,-16.17984,9.399909,-3.4796908,-12.894513,-7.8817024,8.366341,8.494704,3.0036273,-16.99615,16.583036,6.942573,7.4421167,-13.986457,-28.706585,20.891186,1.8574578,36.303654,0.23812747,6.071658,20.689003,11.458763,-2.2024639,-17.668554,13.709108,-31.337841,0.06672888,19.118155,-14.648391,-4.7872763
109,O=C(C=Cc1ccccc1)CC(=O)C=Cc1ccccc1,0,-2.0240462,0.6792578,-4.6845326,1.5326328,-3.2313406,-3.8682768,-4.8401737,-10.003736,-6.3355694,-7.2245135,13.165776,-6.3993473,8.525338,-5.099402,-9.566878,-1.8774697,4.4855685,5.804975,-0.9111096,-10.413088,-10.172502,5.2497926,-9.983379,3.8270295,5.524535,-9.448351,-0.057313252,0.18585338,-3.2361786,-2.196338,-2.5526605,11.125506,10.149466,0.7952918,-10.041418,-12.098554,7.7512555,7.350814,-9.646709,8.277201,4.335116,-10.568144,3.5074835,0.37937808,2.80493,-9.95583,-14.3999815,5.513835,10.809665,8.312136,4.4328938,6.0098104,-2.1319427,0.64369255,2.388765,10.014117,-7.191609,0.53593504,14.853331,-3.5031326,-9.432544,0.34712958,13.301116,-1.5708036,-0.6864815,-8.838588,-4.176456,23.493404,-2.339926,11.509681,-0.5663316,-7.9391527,12.235385,-3.398819,-12.879529,-4.4846663,-2.3737714,8.717306,0.72093683,-10.732449,7.56668,7.5597973,5.4712276,-5.5761437,-15.282983,7.5104027,2.7172582,23.344564,5.8673058,0.26624024,19.073372,-0.5527551,-0.062576085,-13.612181,4.34256,-22.643078,1.7141516,16.382627,-9.066282,-4.0267873
110,O=C(NN=Cc1ccccc1)c1ccccc1,0,-0.37406084,1.499113,-6.0719614,0.06734545,-2.5736988,-5.586313,-4.8676267,-5.534566,-4.6784334,-8.8137455,10.392488,-5.4785094,2.2644033,-4.993425,-4.972177,-1.595498,-0.036385957,5.353335,-2.865829,-7.7115035,-6.655739,5.1760173,-7.6467376,2.294558,0.50196236,-5.6690416,-0.9187164,-1.4443331,-2.316848,-1.1941074,-0.2519688,10.540199,10.704175,0.9937594,-4.044842,-8.296489,6.968186,7.664795,-7.0354633,9.187102,5.2982616,-11.514328,1.235519,-3.1090112,0.54339916,-6.965392,-11.33781,2.7825212,9.205816,6.948798,2.0688083,6.1181097,-0.81839144,-2.0922036,4.509491,8.179077,-2.0045736,-0.7080606,8.428337,-2.4088311,-5.511803,-1.1693041,9.126224,2.1963313,4.3711834,-2.7207668,-4.720079,18.491379,-1.4949379,12.344455,-0.6766072,-5.9216514,4.9711027,-2.2186406,-8.743234,-3.206786,0.63691795,3.5457242,2.9752803,-10.737794,9.777424,7.6100154,3.6455657,-4.0961795,-13.1491995,6.9056163,1.2653462,18.44591,3.8985288,-0.47840136,13.10723,3.5639029,-1.2194912,-11.081587,4.3389564,-16.910181,2.2763698,13.396117,-5.803903,-1.3877053
