ID,Scaffold,Activity,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
19,c1ccc(-c2ccc3ccccc3n2)cc1,0,-0.54035443,2.18407,-4.267161,-1.7100877,-4.700348,-1.0956236,-4.3615947,-4.172291,-5.681439,-8.949452,14.360483,-4.952781,2.1305077,-5.776391,-4.965206,-1.3158631,-0.79862297,6.244184,-5.0551715,-4.947432,-6.9994583,4.02665,-9.269716,2.0587294,-2.3422124,-4.3924475,-3.7168684,-4.4388947,-0.42227572,2.3714807,-2.1759124,9.857237,11.905756,2.0738168,-4.9829497,-10.405718,7.6178637,6.694319,-6.556013,9.338008,10.37321,-7.765244,2.1869864,-4.6772676,-1.9294734,-8.665698,-7.082851,0.053726975,9.784736,6.032699,3.1892486,4.8977094,-3.4885676,-2.0662506,4.990988,8.379573,-1.8284719,-4.7102385,6.425997,1.0684081,-1.91647,-1.222414,7.5419364,2.3686333,6.7799745,-5.775535,-3.546217,13.596044,-2.6700015,11.694193,1.5455505,-7.048116,4.365701,1.851235,-7.8641653,-3.532526,2.3347797,4.860324,0.79993504,-11.02623,12.368236,6.0260367,6.319336,-5.234201,-13.427549,8.448568,2.769639,18.111837,0.900893,2.08047,8.594622,5.415085,-3.917616,-9.151825,4.8852506,-15.21664,-0.04688983,11.8577585,-4.889555,-3.045778
20,O=C(NCCc1ccccn1)c1cc(COc2ccccc2)on1,0,1.0727751,1.9599655,-2.727652,-0.40581626,-6.4368753,-5.264989,-9.238002,-10.332814,-8.033598,-12.800763,18.015594,-7.41594,2.2080724,-5.611571,-8.699677,-4.8373504,-0.7473848,6.9300194,-2.7922654,-10.382635,-6.7193213,8.079578,-12.521771,8.286411,-0.24761176,-5.661939,-7.770177,-5.8463254,2.6846554,-2.8632088,-0.7046537,12.200652,17.354906,1.9329164,-9.237845,-15.327145,14.852942,10.627901,-9.929885,14.736567,10.098459,-10.892943,5.886137,-3.9025507,-0.54651135,-11.369621,-14.064967,2.1143227,14.308414,9.930823,7.8582664,10.407098,-1.1977549,-0.9015231,5.865473,10.6884575,-2.8187363,-3.342627,5.1302214,0.11807448,-4.122569,-3.9344583,7.7819734,0.90996164,4.145481,-5.780842,-2.799854,16.639767,-0.53527313,12.344976,-2.140863,-13.335326,7.5203605,-3.2888887,-11.112559,-4.31774,1.9510933,6.5717964,-2.054766,-12.754483,11.003305,6.578506,3.5518918,-8.464919,-22.676115,12.991035,4.9342766,27.878172,0.99054444,2.2649677,14.094815,6.873137,-2.0360699,-13.744365,10.404734,-21.728647,0.24388026,14.554525,-9.6004095,-3.3883433
21,O=C(COc1ccccc1)N1CCCc2ccccc21,0,-0.6345952,0.5245972,-1.9590958,-3.628516,-6.2068267,-4.2329082,-6.9636545,-8.739099,-4.6127977,-7.479249,14.838332,-2.277868,4.053673,-4.5928044,-9.041302,-3.690999,-1.107496,5.488957,-4.4907055,-10.098945,-8.012447,8.915483,-11.120444,4.336495,2.7248814,-4.2555685,-2.9910114,-4.3442745,1.9145638,0.16258201,-3.901471,12.39436,13.634431,-0.19786814,-5.8706055,-9.166236,7.199467,7.5063295,-7.2674766,11.273944,9.474287,-7.141142,7.1639724,-2.9628034,0.99725527,-7.5375476,-9.16358,1.1040583,15.225276,8.304482,10.077751,5.691611,-1.4012328,1.298394,3.9520485,8.333124,0.5397898,-3.9505956,7.440673,0.7095226,-5.241091,-3.6461942,6.37717,4.1307993,-1.0347286,-6.8596044,-2.0886273,13.722166,-1.7951624,11.255491,-1.7396017,-6.1705966,4.8881245,-0.24244753,-11.692477,-1.9257112,0.6757306,2.288764,-0.85633636,-12.880317,11.068783,7.945674,5.9789553,-5.7384887,-18.629066,12.223428,4.432028,20.36598,-0.22713356,1.1374586,12.441732,4.5426717,-2.954177,-11.832011,5.8462176,-17.625706,3.1906967,14.538193,-7.2535467,-3.4629593
22,O=C1C(=Cc2ccco2)CCc2ccccc21,0,-0.5800879,4.2844195,-5.1530986,-4.6346664,-3.5817776,-1.9540716,-6.3167634,-7.660057,-1.9987347,-4.8768272,14.416044,-5.3368125,-0.26660356,-4.308819,-6.15396,3.059016,-0.8619991,5.9769287,-2.790856,-8.07662,-7.768402,5.9972444,-8.618154,1.1949794,3.3395956,-4.740556,0.9362802,-4.358375,0.6080331,-0.7310174,-2.8700764,7.893744,13.264703,1.1996075,-4.7896843,-7.3184032,4.1033587,8.419187,-6.6109796,7.365004,9.27571,-7.406349,3.9021401,-4.8053913,0.9186047,-9.096097,-5.782091,1.1323073,10.427405,5.40842,3.3305645,1.2267301,-1.5312722,3.0407977,2.8056333,7.9202776,-2.0896952,-2.6978455,7.560996,1.2103626,-4.935717,-0.8902756,7.043488,2.4407685,1.1341376,-5.6361723,-2.0321217,14.249694,-2.0048447,8.057868,1.3234173,-1.6427486,7.7925377,0.2729861,-9.164266,-3.658365,-0.62277496,3.9515772,-0.30883142,-10.857765,9.953379,4.273401,4.868005,-4.939655,-11.959448,10.519762,1.1399628,16.478014,4.4508595,2.2025247,13.269998,5.743984,-2.94866,-6.8737674,9.372348,-16.662521,1.2307128,14.026705,-7.0960474,-5.05584
23,O=C(Cn1ncc2cn(-c3ccccc3)nc2c1=O)NCc1ccccc1,0,-0.027790213,0.8234533,-5.5200615,-1.1337668,-8.840255,-8.659688,-8.919147,-9.757924,-6.245362,-12.647588,19.22519,-7.036868,3.1369593,-6.458279,-9.577322,-3.8454921,-4.3786335,5.831989,-7.347887,-9.450368,-9.5178175,9.5091095,-15.742436,10.04086,-1.2927086,-5.318189,-3.9698825,-6.6390953,-2.8646677,-1.462078,-1.2601671,13.534696,17.800402,2.7841208,-11.046354,-16.60148,14.876682,9.346468,-10.3477955,16.91662,13.0809,-11.148596,3.8057137,-4.412262,-2.181613,-12.558099,-13.368596,-0.4374432,19.106527,9.180146,9.276082,10.035038,-1.0521417,-0.92965835,6.4803133,10.318747,-3.4946618,-4.8023357,11.125992,-0.32512322,-5.385583,-2.530959,8.474777,3.2379832,0.5034887,-7.06677,-2.3792434,19.564384,-1.8848277,16.479418,-2.1837044,-16.847103,5.9018564,-1.4381617,-10.205433,-6.4276958,4.82915,7.7332954,2.5209723,-16.214863,17.352594,7.6647987,5.5617895,-9.649125,-22.925163,16.94253,5.5826697,29.46465,0.17842494,2.1995063,17.55141,7.9035807,-3.7840865,-15.456526,6.97644,-24.733593,2.5714457,15.655633,-12.366526,-2.6841035
24,O=C(NCNc1nncs1)c1ccccc1,0,-0.7098686,-1.4768124,-2.4876363,-0.03703496,-4.824688,-4.992276,-5.7218866,-3.4127734,-5.173778,-8.351918,11.6979685,-3.8526692,-0.62434745,-2.826664,-4.363177,-5.344229,-1.1259009,0.98370326,-2.550807,-5.4903803,-2.1244836,9.116003,-7.1984577,5.82508,-2.0701036,-1.7409593,-4.733574,-4.9000072,-0.5128366,-2.3621182,0.9878724,5.0839176,9.32658,0.41072094,-5.924728,-7.992237,11.536596,7.202648,-6.474745,11.023085,7.0994,-10.494782,3.3761435,-3.2353485,-0.08790076,-8.135248,-9.56468,1.539402,8.843507,3.4900904,2.639371,7.3288,-2.165981,-3.6824744,3.4268208,5.7724857,-0.13252005,-1.0328798,4.7406464,-1.8720945,-5.370763,-2.8378742,3.8922725,-0.29120785,0.43746263,-2.890713,-2.5546098,11.993279,-0.31584838,8.653269,-0.6724066,-9.38393,5.551941,-2.594534,-7.1907554,-4.105548,2.6727562,3.8709924,-1.0808566,-8.008734,7.9307103,2.966036,4.176382,-2.6126359,-14.336617,9.166881,1.5859889,17.20211,0.17823099,-1.4498618,11.548385,2.1052713,-2.0035725,-9.061142,4.9563794,-14.851401,2.7781801,10.176628,-6.159357,-0.81150234
25,O=C(c1cccs1)N1CCC2(CC1)Oc1ccccc1C(=O)C21CC(c2ccccc2)=NO1,0,-6.211948,7.855324,-4.777648,-12.3887205,-10.023466,-5.9443164,-8.951892,-10.034253,-6.8233757,-10.053537,25.054,-12.98315,-0.7900195,-4.748876,-13.654099,-3.4936855,-5.537461,7.128249,-5.7688866,-18.503086,-15.717746,16.474716,-19.97725,5.034343,8.167702,-1.0586301,-1.1388896,-9.560411,7.842587,-0.24088183,-10.049856,11.724214,22.9478,-4.5500584,-9.610961,-13.883462,13.107548,13.074758,-13.313009,16.499403,16.524115,-6.703994,7.048239,-12.796677,-4.4308486,-13.852316,-16.481483,0.7678553,25.309376,16.436031,7.77131,3.1139278,-6.2815714,1.9758577,4.271165,16.138657,-1.4948075,-6.7095394,9.757855,3.0604646,-7.017714,-5.5441422,8.335339,2.9420872,-1.9277704,-12.465196,-3.45926,23.020853,-1.1027199,14.832151,-6.231928,-5.453905,10.684176,2.8222604,-14.345201,-9.173503,0.92677015,4.1821647,-6.7852955,-17.547153,21.36288,9.09554,8.413034,-6.1039944,-25.151743,18.62353,3.2074823,27.68849,-1.4461304,1.3115276,22.843071,7.3311176,-9.429836,-14.376917,17.795967,-34.205727,7.3738575,21.075407,-9.798657,-9.404585
26,O=C(COc1ccccc1)Nc1ccc(C(=O)Nc2ccccc2)cc1,0,-0.5676202,1.6454433,-4.5149527,-0.72693086,-6.6378317,-7.4387383,-9.269166,-8.373883,-9.624684,-10.775884,16.476559,-4.519922,5.839609,-6.977079,-11.283242,-6.155611,-0.08118804,5.4211054,-4.805991,-10.753393,-6.7820196,8.919322,-15.347106,9.549888,0.4133651,-10.154839,-5.8962164,-3.3219771,-0.73511106,0.036317304,0.14703858,16.823463,15.221668,3.0497375,-8.827696,-14.164369,15.908142,11.412524,-11.164675,16.547094,11.155715,-13.509384,6.1889563,-1.5542499,-1.7131469,-10.502293,-17.375498,1.005165,16.914661,14.171404,6.475843,11.373427,-2.094234,-2.9075058,7.9311724,12.177902,-1.3200772,-3.5136714,7.777749,-1.4426025,-8.797273,-4.007801,10.2287855,2.9103546,5.1746106,-7.781125,-4.613806,22.567696,-4.616991,18.690405,-2.932974,-12.41763,6.768992,-2.8154764,-14.69542,-4.807959,1.6563225,4.8167424,1.6923488,-16.333693,12.954168,10.983816,9.117435,-5.657383,-21.80898,12.83493,4.8401566,29.938297,0.97163934,-0.21931696,16.538343,5.7105093,-2.206323,-15.8667965,7.230349,-25.99118,3.3146412,20.206255,-10.15301,-4.304088
27,O=C(C[n+]1cc(-c2ccccc2)n2c1CCC2)N1c2ccccc2Sc2ccccc21,0,-5.8607626,2.0271132,-7.2501273,-2.6002805,-11.620219,-2.380405,-10.058736,-8.313646,-6.208218,-12.78735,19.877365,-3.5427406,7.0065775,-6.9231977,-11.207636,-3.5906894,-1.129197,8.565416,-9.94007,-14.748134,-15.822005,12.713324,-20.056503,4.188258,5.2315917,-4.2793117,-4.4650674,-6.634484,2.0631514,-0.7902812,-3.4616706,16.006348,24.33765,3.9279652,-7.655128,-12.973098,10.102957,11.188407,-6.3298697,12.587208,13.90602,-15.067267,4.8882,-12.464918,-0.87428284,-16.683807,-12.851507,3.5305405,20.266048,11.016924,13.605625,9.088451,-9.155354,2.2737947,7.6800385,13.457354,-0.7234057,-3.5328686,12.327255,4.4913487,-10.37213,-1.6719773,11.8527975,5.393209,-5.538683,-9.575701,-2.349523,19.82516,-4.018684,15.414986,2.6252475,-10.1033945,4.9489317,-2.54076,-13.820768,-2.6335661,7.92664,4.189015,5.1356807,-19.548279,21.934237,6.102867,10.545547,-8.608401,-23.404217,18.065441,7.752772,30.377132,2.687048,0.2838633,18.547413,10.541572,-5.0924897,-18.451895,9.525789,-30.216301,6.280079,19.651178,-5.276744,-7.673111
28,O=C(CN1C(=O)CCSc2ccccc21)Nc1ccc2c(c1)OCO2,0,-1.0203595,3.5711668,-1.0908792,-3.262888,-9.203746,-7.5938125,-12.06539,-7.7605977,-5.4647827,-7.6830387,16.51831,-8.31909,-0.788183,-3.2266626,-8.025966,-1.3088516,-3.0858696,4.2792277,-3.5507317,-9.659727,-11.812629,10.833726,-13.619335,4.899219,0.3040282,-2.5983074,-1.9697537,-6.069553,5.252346,-1.6439874,-3.573249,12.176199,16.87127,1.746137,-4.877254,-10.317881,9.735234,11.256447,-6.5444016,9.727166,11.590014,-6.695794,5.7960973,-4.9961023,2.0071828,-11.108995,-11.897073,-0.09260926,15.435805,11.884658,9.40701,4.3162374,-4.6665874,4.686488,3.500554,9.527552,0.6179961,-5.3764095,8.584129,-0.4348058,-9.286663,-2.1037555,3.8684604,4.1909466,-6.3349504,-8.714277,-2.3995247,17.203077,-0.024642497,12.824853,-2.6440487,-7.2986746,7.2833943,-2.3985476,-14.189153,-3.9214356,3.1183898,1.7461929,2.324756,-15.397334,11.940537,3.626675,8.809568,-5.862747,-18.976934,18.155231,5.6538296,26.750864,-0.202824,0.6887867,18.384819,7.7507343,-2.5644393,-10.980159,10.860893,-28.3085,6.814375,19.195929,-11.123466,-4.5833683
29,O=c1[nH]c2cnc(-c3ccccc3)nc2n1-c1ccccc1,0,-0.4072851,2.1369534,-6.7351027,-2.8786955,-9.42396,-2.7474647,-4.1999373,-6.022634,-5.023916,-11.136636,18.959135,-8.238895,2.1404026,-7.4633555,-5.708004,-1.5660732,-3.4667988,7.6175604,-4.7835836,-6.0124397,-8.009121,6.0574927,-11.335209,3.09229,0.18036231,-3.08038,-4.254688,-7.657615,-0.5813639,1.8930057,-1.4814365,10.498861,16.769228,5.255265,-7.8328295,-11.914475,11.382942,8.73491,-9.781876,12.617995,11.866313,-8.492033,1.5135099,-6.5621347,-3.4879878,-12.704775,-9.032906,0.60200524,16.85896,7.1872854,5.785594,5.1250916,-2.5754225,-0.48078796,5.9653997,10.5057535,-2.47847,-6.9659386,7.3156443,1.3475552,-3.1075983,-1.6456764,7.895834,2.0951107,5.3215575,-7.028276,-1.7627414,16.237764,-2.2746696,13.458497,1.2713352,-10.923262,6.0265393,4.3623757,-8.03875,-4.545492,5.0708513,8.480271,1.8539642,-17.25148,14.908491,7.7168393,6.3150964,-7.03343,-19.61642,14.060837,1.667462,23.540268,1.3166481,2.937548,12.495714,6.840646,-4.9625096,-9.894629,6.4596086,-20.63373,1.5481187,14.107979,-10.218585,-2.8712258
30,O=C(Nc1ccccc1)Nc1nnc(-c2ccccc2)s1,0,-0.7097334,0.09609235,-4.613795,-2.0000656,-6.007005,-5.216164,-7.2103014,-3.736798,-8.476338,-9.6315365,16.564663,-6.528358,0.07238448,-5.8004155,-5.5244737,-4.9295645,-1.5270598,3.998906,-5.4911356,-5.251928,-5.0866103,9.082763,-11.107474,5.352001,-2.4288208,-5.730385,-5.423521,-4.898578,-0.30707306,0.56786954,0.6798123,9.946828,13.070547,2.403573,-5.343428,-10.961057,14.849687,10.467703,-9.799027,13.91365,12.112524,-12.023662,2.9532573,-4.117507,-0.8001498,-10.257932,-12.584498,1.05242,12.3562565,8.002681,3.9688773,9.334693,-3.579266,-4.3046,5.3353047,10.198954,-0.9878147,-4.298482,7.212887,-0.19042616,-7.007921,-2.8419664,6.383452,0.896035,4.347764,-5.117021,-3.7626994,16.670782,-1.9098481,13.896674,-0.3111484,-9.8812065,7.1266747,-1.7549715,-10.130493,-4.270824,3.4299843,4.2756267,0.3503824,-13.611549,13.841255,6.1996202,6.720403,-3.996911,-17.229567,12.591105,3.4160202,21.715895,0.9662501,0.3202998,13.467115,4.153471,-2.1795485,-11.242906,5.5367002,-20.390345,2.8383675,15.729242,-6.3285046,-2.8321419
31,O=C(NCC1CCNC(=O)c2cccc(NC(=O)Nc3ccccc3)c2O1)Nc1ccccc1,0,1.2404497,4.037058,-3.3333523,-1.9019978,-10.553766,-8.42934,-10.735602,-10.086115,-8.024183,-11.88441,21.027021,-9.469467,1.6818455,-8.520377,-14.043266,-4.006561,-3.8374488,5.437223,-2.0928364,-13.750484,-7.050349,14.922682,-21.538038,10.879983,-0.8035643,-8.604339,-5.9128733,-8.5142565,1.9401586,-2.5519783,-2.7122607,16.087826,20.107994,2.1049635,-12.069471,-12.717088,21.240705,18.716091,-12.503575,21.571102,13.533645,-13.658055,5.9606004,-5.846931,-2.836607,-14.125437,-21.1094,0.93539464,22.454132,18.58446,7.5126963,11.850804,-0.21318358,2.0385168,8.67155,15.583899,0.4702918,-8.231989,10.768471,-3.1228204,-12.375882,-5.520386,8.310718,5.1135554,0.86621344,-10.809622,-2.0731428,27.243275,-2.2522798,21.035137,-4.170062,-15.456603,11.297578,-6.358786,-16.392262,-7.102221,2.745904,2.480054,0.8358909,-20.60757,16.170105,12.041826,7.961901,-4.843009,-28.586561,19.682093,3.5686812,36.051777,-0.09048258,-1.6493297,22.674986,6.4509935,-4.054958,-17.879568,12.875723,-34.664906,8.910038,23.60576,-18.590702,-5.1357975
32,O=C(C1CCC1)N1CCc2cc(S(=O)(=O)NCCN3CCN(c4ccccc4)CC3)ccc21,0,3.420611,-1.7857926,-1.0749022,-5.145164,-11.759563,-8.0836115,-12.8126745,-15.288314,-3.1260161,-13.159143,27.359308,-5.543493,2.3409715,-3.426838,-16.48399,-5.1469426,-7.229096,5.3863974,-8.378146,-17.51482,-8.05208,17.459362,-18.38534,10.023739,3.8496943,0.8327764,-3.5295427,-8.302109,8.301494,1.1526338,-8.500577,13.975763,23.800941,-2.5455875,-10.360375,-7.747977,10.898123,13.381725,-13.018137,21.723017,11.914971,-9.076705,6.7669945,-4.8009853,1.300379,-15.137609,-13.23128,-1.2531039,27.303385,13.466454,16.61166,7.289335,-0.525921,7.302866,2.693916,8.762993,3.7579749,-7.267713,10.957436,-3.1738694,-1.4746394,-9.48008,2.263591,11.178856,-9.992142,-10.181387,0.66116214,19.94166,1.5895905,16.172895,-5.7128167,-7.0300794,5.4720736,-4.8916783,-20.769436,-4.0554533,0.3083644,-0.92651904,-0.13427128,-18.069132,20.15257,11.779173,7.7281413,-8.822077,-30.922495,23.042992,1.1198378,31.685991,-6.3315268,1.4131202,25.859816,2.7419403,-4.5985327,-18.92472,10.0348625,-28.45706,8.233706,18.92896,-13.64531,-7.453334
33,O=C(CSc1nnc(-c2ccccc2)[nH]1)NN=Cc1cccs1,0,-1.4385239,-0.9146664,-7.7562547,0.8668271,-6.595023,-6.039912,-6.287662,-4.890052,-8.085757,-12.304607,14.590111,-11.17334,-0.30260345,-5.2526507,-4.554823,-2.488341,-3.7724276,5.746102,-4.214234,-7.164774,-4.9999743,10.215085,-6.409984,3.4342675,-0.04451555,-4.9278917,-1.7717974,-5.3112926,-1.4784453,-2.554734,2.7905717,10.847268,13.824928,1.4949672,-4.1926765,-9.990185,13.297248,11.66776,-9.051277,11.665282,8.284644,-11.987484,0.6020154,-6.397591,1.0573376,-10.080906,-16.344126,5.9014115,13.729397,3.3315325,5.809712,8.65148,-0.5129046,-5.074541,4.3167076,9.443727,-3.2106981,-3.017655,8.968212,-2.2295072,-8.843162,-1.7602439,6.326079,-1.4520407,4.390133,-1.6410434,-1.3720462,17.79744,-0.33388528,10.44357,1.3976583,-8.345592,10.3626,0.53199327,-11.487892,-2.051852,3.791035,7.5230985,2.9963603,-17.014704,11.948578,5.300457,2.7442331,-7.020809,-19.198442,12.275318,-0.92046535,22.804583,4.787628,1.0912677,17.394045,2.169682,-1.0234548,-15.057727,5.23159,-24.219757,3.2088892,16.043524,-8.913287,-1.0797766
34,c1ccc(Nc2ccccc2)cc1,0,-0.7358526,1.2265779,-3.1470509,-0.66508514,-3.7429261,-2.4288514,-3.5773964,-2.7604475,-4.458072,-6.244105,10.859178,-3.3145158,2.368205,-5.128434,-4.7165546,-1.2599804,-0.055771194,4.339123,-2.8988554,-5.2968736,-4.6652975,3.0878398,-8.39987,3.3054707,-1.9931529,-5.527169,-2.8477287,-2.796197,-1.2747958,1.1953881,-1.6410807,8.23204,8.119743,1.5602849,-4.0442386,-7.3197947,6.904656,5.4552794,-5.161117,8.435853,7.9792733,-7.2943926,2.077917,-3.0583122,-1.4571149,-6.2405567,-6.4229846,0.5414983,7.9894185,5.995931,2.0256472,4.879186,-2.2470093,-1.5644711,4.4573627,6.912316,-0.025159404,-2.6803582,6.224492,0.0018437607,-2.986062,-2.2619624,5.605929,2.6030283,4.762982,-4.563737,-3.8135235,12.511118,-3.3374164,10.008503,0.5612454,-5.345437,2.697915,-0.03102655,-6.5396814,-2.8827245,1.9373333,2.3011005,1.1278262,-9.19948,9.757522,6.012872,5.8216605,-2.5271308,-10.407709,6.7433467,2.5025382,14.495932,1.0593443,-0.2166516,7.108772,5.179946,-3.3675065,-7.7634616,3.5511444,-12.665707,0.36837807,9.678982,-3.502102,-2.361123
35,O=C(NCc1ccco1)c1ccccc1,0,-0.52462465,0.8555975,-1.8411452,-0.23815772,-3.3263888,-3.8110704,-6.10813,-4.7822266,-3.2108388,-7.4071193,10.721013,-3.3827143,3.8339677,-2.947278,-6.3207903,-2.4999902,-1.4575177,3.1095288,-1.8605433,-8.542246,-4.9328804,5.2864323,-8.897009,3.550791,-0.11653176,-6.4810805,-3.4829838,-4.34111,0.2064005,-1.6391114,-0.72159857,7.455805,9.454804,0.09685078,-5.898472,-9.732362,8.33042,8.892522,-5.8230143,8.787145,5.9507155,-8.081292,3.6774287,-2.346467,-0.5593618,-5.8507576,-9.308584,-0.2639523,8.7310505,7.635744,2.5789595,4.4273214,0.71285534,-0.23836996,5.1141553,6.7911544,-3.1037924,-0.86699486,4.5940733,-0.7244128,-2.9923167,-2.2076657,4.915525,1.3151978,3.7533648,-2.766839,-3.9309564,12.753534,-2.198769,9.56619,-2.146426,-6.597698,4.7584558,-2.3354502,-6.792447,-3.752181,2.200445,2.6089296,-0.6106135,-7.0894647,7.2796965,4.5344453,4.4647083,-3.444993,-12.836048,9.453376,2.573848,17.526407,1.9114373,1.5609785,10.218507,5.155218,-1.3178563,-7.7703204,5.733424,-14.939964,-0.15841389,9.58543,-7.3189383,-1.899099
36,O=C(COc1ccc2ccc(=O)oc2c1)Nc1nncs1,0,-0.51612216,2.81581,-2.5000603,-1.481703,-5.0315733,-4.4896154,-9.970143,-6.8096848,-7.8721538,-8.515891,16.35506,-6.866204,-0.9949014,-4.6242805,-6.354375,-4.655589,-2.1864638,4.099797,-3.0526562,-6.271644,-7.2509866,9.387842,-6.2300143,7.1314006,0.81522954,-2.74869,-4.1723704,-5.456203,1.4228382,-0.8845564,-0.4799772,8.932932,13.734514,2.8739355,-6.1071534,-10.556667,12.046755,10.011375,-9.364845,11.873199,9.594852,-9.53454,6.0231156,-2.5967405,-0.4984252,-8.72312,-13.962297,2.142575,14.033866,7.256809,5.082319,9.066793,-2.0644054,-2.7855363,3.4772701,9.849153,-2.628299,-2.224036,3.6836078,-0.15380427,-6.8920307,-1.6996942,5.6572456,0.5225762,-0.24170882,-5.1347046,-0.13146567,13.40285,-0.7334779,11.00839,0.24804711,-10.012323,8.173896,-3.5882583,-11.714838,-2.6665404,2.0189435,7.705248,0.57429636,-11.907799,8.503279,4.77181,6.8066034,-6.8053093,-17.49944,9.269238,2.5755599,22.23559,-1.5924444,1.6882795,12.155823,2.7846596,0.475035,-10.833816,9.211266,-20.285355,1.765705,14.562507,-7.244762,-1.9699517
37,C(=Cc1nc2ccccc2s1)c1ccncc1,0,-1.9136707,2.62539,-4.589201,-0.3910608,-4.5336475,-1.9288846,-3.3266473,-6.6413407,-6.40407,-9.286486,16.453161,-8.105308,1.8375509,-3.5283067,-4.362755,-2.2515545,1.1592791,6.471245,-5.1684475,-3.9782152,-6.4786515,4.0321116,-6.6010876,0.90910536,0.26434755,-3.8348112,-1.869702,-3.352456,-0.62562716,3.130733,-1.6390896,6.813901,11.489935,3.7582102,-6.13682,-11.226329,7.6462073,5.1582117,-8.660886,7.7335944,10.25113,-10.700307,0.15035325,-3.2811246,2.7121205,-10.298938,-8.080137,2.1577709,7.7301874,4.4752245,5.100436,4.8824835,-4.8280373,-1.624875,2.858498,8.445517,-1.3615808,-1.2100452,9.274001,-1.491439,-5.2817025,-0.70850855,7.665014,-0.23807772,4.20578,-5.9426007,-3.031455,16.26442,1.0055265,9.321821,3.5861535,-5.8518276,8.345974,-0.86389333,-7.8938737,-5.1203127,0.4592291,8.018728,-0.24198669,-9.607277,11.240799,4.6954703,6.0713367,-5.269729,-14.455208,7.7433543,0.77348953,17.979525,2.2996848,0.50757444,12.817878,1.3211884,-2.268455,-9.041682,4.226642,-17.128624,0.1831007,12.641443,-5.0409017,-3.048457
38,O=C(COc1ccccc1)Nc1nnc(-c2ccco2)s1,0,-1.0346229,1.4938661,-2.8401809,-2.3294952,-3.887899,-4.496978,-8.334079,-6.304411,-7.04106,-10.072775,16.254404,-6.3864403,0.55555594,-4.3748665,-6.5251107,-4.3335915,-1.9483955,3.7281127,-5.5404577,-6.9108567,-7.181188,9.068527,-8.72675,4.134831,-0.35540217,-5.622762,-4.4219813,-4.8856087,0.76647127,-1.3653113,0.111775264,10.254482,14.125469,1.7840782,-5.151897,-12.507922,12.970039,10.863947,-10.336224,12.286142,11.529076,-10.870319,5.6060634,-3.2199697,0.7013565,-8.715725,-12.785689,2.3780851,13.40123,7.4681005,5.108464,8.681501,-2.068945,-3.1086218,5.3481064,9.32293,-1.960744,-2.205939,5.2585692,1.341722,-6.640805,-3.668799,4.9805603,-0.65641445,3.6554308,-4.0044622,-2.9911766,14.976657,-1.1080545,11.784363,-0.12277469,-8.697022,9.278297,-2.4502559,-10.120055,-3.710563,2.9591553,6.3594275,-0.65399444,-12.299069,10.180809,4.9864893,6.402943,-6.763329,-17.727457,12.332701,3.7720318,21.861784,1.286602,2.3411603,13.182374,4.563939,-0.5517266,-10.652398,8.061782,-20.192001,0.8970492,14.133612,-7.374504,-2.493054
39,O=C(Nc1ccc(NC(=O)c2cccs2)cc1)c1ccc2ccccc2c1,0,-0.71456385,1.39023,-4.7710533,-1.0653497,-8.208211,-5.0175495,-8.98655,-7.52412,-10.778956,-12.650692,19.133488,-6.2144284,4.7595315,-4.68702,-11.0523405,-6.7813587,-1.9320514,6.144977,-5.0062647,-9.056365,-6.9780116,10.8822565,-15.716021,8.636416,-0.73012525,-8.043381,-4.621492,-5.671072,0.21685728,2.2059517,0.386193,13.827861,16.084894,3.0353787,-8.530383,-13.259567,16.257076,13.653089,-11.212685,16.547308,12.4408245,-16.417633,4.639203,-3.9844604,-1.2874564,-11.958341,-16.682814,0.081235826,15.169123,15.325077,5.2971616,10.554347,-4.0089455,-3.235928,8.023621,13.539905,-2.047396,-3.4247916,8.234544,-1.9498799,-9.956188,-1.5991805,10.791356,3.8646443,5.8331532,-8.036016,-4.4158964,24.406815,-3.2529068,19.06109,-2.9227085,-11.499275,6.507608,-2.17494,-14.046974,-6.1991515,3.1224675,5.2530975,2.8467524,-14.884564,17.044024,9.1185665,11.819073,-5.5109625,-22.559128,14.264805,3.3211565,30.66204,0.42699897,0.20471388,18.125055,5.832232,-4.253369,-15.440875,6.5720496,-28.699226,3.400607,21.361229,-9.9019785,-4.102278
