,Logistic,KNN,SVM,RF,ExT,Ada,Grad,XGB,CatB,MLP
0,0.582098105514395,0.678351060704002,0.6568270727094259,0.4319974455810369,0.5704432487786348,0.34931254585510974,0.5153480221458755,0.4879047353406328,0.6139630280389913,0.7996723723050781
1,0.5878390052454603,0.5913782560841384,0.7538100851601996,0.6600097851065343,0.6460399850726314,0.7947119558574668,0.639557795798854,0.6795195161433208,0.6661869510066853,0.6881018064200285
2,0.35873366464973644,0.44908910533910534,0.5858417640353376,0.7287157287157287,0.5428939387847354,0.3727088499457044,0.5158016333417663,0.5643933405775512,0.6429868827735933,0.43127661811872336
3,0.6564587699881818,0.643989343989344,0.8181272477178183,0.8500558767527091,0.8388983351073627,0.6964972223841588,0.7353803725514252,0.8527754210650684,0.8214183817690603,0.8333026450673509
4,0.5663698844111215,0.3794876218026123,0.5562115071445781,0.5042557617106248,0.5842168674698794,0.488489280786708,0.34915780477814057,0.6302384341433578,0.602461773501735,0.5739972812296824
5,0.2421551036682615,0.2052538765582244,0.2251111111111111,0.22577030812324927,0.14926108374384237,0.425979609929078,0.31934579439252336,0.23363749434644954,0.25029883288444277,0.21738440890005298
6,0.33830891330891333,0.3925026123301985,0.41219336219336217,0.6689335887611749,0.7242277992277992,0.7732142857142857,0.5835261229998071,0.603899383444838,0.7414251207729469,0.5975716282320056
7,0.5758950645986094,0.5924852729430194,0.46101332795280087,0.6417614017270701,0.5418156235245362,0.48341097303063385,0.4213940356894462,0.5080053184828414,0.6865286877571108,0.5812313629671856
8,0.0723488615554279,0.08536723163841808,0.07370881674483866,0.1420188075230092,0.14663267016208192,0.11271139018566857,0.13267112475508278,0.06575219779020565,0.13733101321336616,0.12482804096372312
9,0.5765311814537478,0.5436552101484307,0.5304264807040014,0.5350541959166308,0.6541613655640373,0.42244877686453775,0.47774848233607825,0.5659035548909898,0.5836719703907204,0.4926411569932737
10,0.34062655485626364,0.364733128350678,0.35801617926754614,0.25869496518046414,0.40624036051667634,0.28890142561801296,0.2822322129356611,0.41116192566695675,0.36567154498571486,0.48072838448017785
11,0.6790382819794584,0.5773563218390805,0.5868272335603752,0.5945206766917293,0.5735208780532635,0.4705539474187015,0.5972222222222222,0.5625038036138604,0.623841376015289,0.5984367484367484
12,0.4176882371795385,0.5865811799844783,0.651456575867809,0.42432931652248246,0.48231967507477347,0.515291293020499,0.41184192963689553,0.5092586154276835,0.48879451123460593,0.6511217269658163
13,0.38559885701409935,0.37764730639730637,0.45926292793228274,0.5058926210242001,0.5109905760200678,0.2788615193821849,0.3885711127680942,0.5077099313941419,0.5715930898593438,0.5966702741702742
14,0.31722222222222224,0.25265873015873014,0.32961320522296134,0.5713940648723257,0.615679012345679,0.48972357723577237,0.6209795321637427,0.6822916666666666,0.6491841491841491,0.4969759450171822
15,0.35415657788539145,0.3472222222222222,0.36332996292551395,0.3622685185185185,0.36436251920122886,0.37172332149501097,0.1073232323232323,0.3492416519939456,0.35568039950062424,0.35415657788539145
16,0.5062093517968097,0.5449712643678161,0.6391149267399268,0.7536883426589308,0.5934383438343833,0.6220352713178294,0.7216526956201919,0.6871898782343987,0.6857959292169817,0.5016571178917894
17,0.4614668166425895,0.5558038437911133,0.5276701987771725,0.4854153334158343,0.4561548882396447,0.5043418792837533,0.45667499887179513,0.47397905803741847,0.4868871116132895,0.6882021054366029
18,0.7291871091871092,0.5027975123741254,0.6166148138787295,0.7201985299702018,0.7381503844739139,0.6068590943818072,0.5318365990734412,0.7123043988175567,0.7265406162464986,0.7428531816767111
19,0.32467469746519295,0.5094413962835016,0.6632862235803412,0.6227244791997796,0.7199847007075921,0.47392290249433106,0.32605125771238724,0.4629251700680272,0.5283044013941023,0.5011780321884851
20,0.5731428772066515,0.5894700511138868,0.6079131461917555,0.5481509468261451,0.5524374645746096,0.5407048021832754,0.4481200681070066,0.5310986022524484,0.5736403097786207,0.6406900812996604
21,0.6805692854275632,0.6836563860926679,0.6758907274895647,0.6074818014359111,0.6949829931972789,0.6239989177489178,0.6699980798771121,0.6555443548387097,0.6924342105263158,0.7367063492063491
22,0.35550033683800775,0.3124048365427676,0.2841477283614574,0.24160820022888987,0.300150374828807,0.34272312414390443,0.3027119938884645,0.36484335556698394,0.3471933270502048,0.22731165773178066
23,0.6121235994397759,0.5681339254615116,0.5793684793378797,0.4194030572755418,0.494104162700679,0.48923919548919553,0.4993867980593644,0.6464503108935883,0.5594405594405595,0.6108856421356421
24,0.6263330193305741,0.5808954212920188,0.6483404668589319,0.6379456674861087,0.7682511671335202,0.7399977044228214,0.48593354528786437,0.8641368701654311,0.8065967302196096,0.7220176750349164
25,0.5317460317460317,0.5575757575757576,0.7555555555555555,0.6805555555555556,0.7555555555555555,0.22062231049321415,0.3277777777777778,0.5,0.8055555555555556,0.7222222222222222
26,0.6697855833361109,0.7671815064823744,0.825134775921031,0.6409157509157509,0.7889721068881081,0.5561947428003186,0.7456069171179824,0.7873599551463328,0.7900105410593794,0.8089530356149623
27,0.20665775401069517,0.19780821917808222,0.3175070028011205,0.44761904761904764,0.3855769230769231,0.2515270935960591,0.37269841269841275,0.44380952380952376,0.33275613275613275,0.2684045164457536
28,0.23134198620928087,0.19658762290341236,0.2913869261824851,0.42092202840371656,0.27399334382093,0.17624290231627837,0.29573691602438,0.2608829261248087,0.2680760969534135,0.23159821764165023
29,0.35760576833370566,0.3307574491785018,0.38326410729597005,0.4098276974245966,0.41690281169447835,0.1636597829779648,0.4500718312023627,0.38990732095307257,0.40076328035563785,0.4651978377569095
