iter	Logloss
0	0.6792554808
1	0.6589658888
2	0.6392224663
3	0.620678674
4	0.601708806
5	0.5850344205
6	0.5721633163
7	0.5566281738
8	0.5427146545
9	0.5311557105
10	0.5192844607
11	0.5062923424
12	0.4967190701
13	0.4847183979
14	0.471816019
15	0.4598588563
16	0.4466589931
17	0.4353821934
18	0.4247980123
19	0.4127574368
20	0.4022272008
21	0.3927550109
22	0.3819442799
23	0.3728887863
24	0.3619787062
25	0.3515263457
26	0.3410223516
27	0.3336527677
28	0.325808527
29	0.3169883559
30	0.3086315451
31	0.3000985767
32	0.2923707486
33	0.2861009646
34	0.277149521
35	0.2687037862
36	0.2599170746
37	0.2524349507
38	0.244448704
39	0.2394531035
40	0.2341892046
41	0.2262190302
42	0.2207164729
43	0.2133515671
44	0.2084386306
45	0.2027785448
46	0.1959091618
47	0.1913371953
48	0.1847459765
49	0.1790332592
50	0.1734099666
51	0.1674911098
52	0.1616725465
53	0.1560457028
54	0.1516780668
55	0.1477871225
56	0.1431972479
57	0.1402869678
58	0.1375506101
59	0.13319378
60	0.1294552948
61	0.1255900535
62	0.1222989355
63	0.1198679553
64	0.116048689
65	0.112514538
66	0.1094276443
67	0.1056620129
68	0.1032315139
69	0.1011313106
70	0.09898960428
71	0.09697371676
72	0.09435901086
73	0.09256769197
74	0.09098396827
75	0.0884244256
76	0.08670979919
77	0.08470102499
78	0.08295278195
79	0.08056744912
80	0.07784024933
81	0.07507474861
82	0.0727210246
83	0.07088958632
84	0.06952123546
85	0.06728445951
86	0.06520113006
87	0.06309811814
88	0.06110140618
89	0.05916864917
90	0.05759853387
91	0.0557996177
92	0.05407151126
93	0.05270875466
94	0.05135165302
95	0.04997620493
96	0.04873773476
97	0.04738130616
98	0.04619759779
99	0.04489135855
100	0.04368189689
101	0.04241447773
102	0.04136939962
103	0.04021122602
104	0.03877156051
105	0.03818222298
106	0.03694120393
107	0.03575311578
108	0.03513079921
109	0.0343222706
110	0.03361480665
111	0.03275535749
112	0.03191814947
113	0.03130249433
114	0.03028089818
115	0.02950630866
116	0.02860257204
117	0.02767065464
118	0.02676915063
119	0.02610999922
120	0.02554595511
121	0.02486614165
122	0.02444790778
123	0.0237329803
124	0.02316205385
125	0.02256634127
126	0.02208268499
127	0.02143622202
128	0.02080950883
129	0.02020046677
130	0.01986283415
131	0.01930264463
132	0.01880853239
133	0.01832634677
134	0.01785489113
135	0.01758728075
136	0.01713657132
137	0.01669679057
138	0.01626855492
139	0.01587425421
140	0.0154673847
141	0.01506793661
142	0.01483081806
143	0.01455592625
144	0.01419621177
145	0.01373259658
146	0.01328472848
147	0.01310216536
148	0.01271931232
149	0.01254094325
150	0.01226303688
151	0.01199200754
152	0.01175970716
153	0.01149910805
154	0.01127361416
155	0.01102420822
156	0.01082523116
157	0.01052140589
158	0.01021336191
159	0.01000329003
160	0.009719015139
161	0.009469665598
162	0.009225678787
163	0.008997269868
164	0.008766561393
165	0.008540290632
166	0.008320574186
167	0.008106380609
168	0.007946475358
169	0.007796985043
170	0.007684839292
171	0.007544968439
172	0.007367674324
173	0.007178342302
174	0.006943825207
175	0.006834635127
176	0.006683404807
177	0.006541556169
178	0.006453794253
179	0.006310893194
180	0.006213113631
181	0.006074880933
182	0.00596959742
183	0.005802484486
184	0.005633040111
185	0.005468055153
186	0.005398247767
187	0.005240316452
188	0.005105351475
189	0.004957011547
190	0.004835251392
191	0.004710549318
192	0.004588964869
193	0.004470884788
194	0.004398891305
195	0.004285649491
196	0.004175867484
197	0.004068968362
198	0.003963295968
199	0.003861700959
200	0.003762823413
201	0.003665785216
202	0.003584395228
203	0.003530691749
204	0.003452587605
205	0.003385731007
206	0.003333177262
207	0.003284814523
208	0.003211972397
209	0.003154697415
210	0.003103076608
211	0.00303436962
212	0.002946119038
213	0.002886346318
214	0.002814124706
215	0.002785644553
216	0.002714078377
217	0.002663754433
218	0.00262155255
219	0.002554145783
220	0.002518204015
221	0.002453814388
222	0.002393141654
223	0.002331595706
224	0.002299237153
225	0.002248042662
226	0.002193226298
227	0.002144744505
228	0.002096811366
229	0.002050546839
230	0.002017426176
231	0.001974756055
232	0.001933218859
233	0.00189184992
234	0.001849987121
235	0.001809095998
236	0.001771461643
237	0.001732249825
238	0.001695535068
239	0.001657888731
240	0.001621269825
241	0.00157434766
242	0.001556793655
243	0.001539412153
244	0.001514817911
245	0.001486765318
246	0.001459310057
247	0.001432390169
248	0.001405871199
249	0.001383400911
250	0.001357748737
251	0.001345241698
252	0.001321706879
253	0.001297198411
254	0.001273039509
255	0.001249637962
256	0.001226564292
257	0.00119549243
258	0.001165131306
259	0.001141448917
260	0.001117521345
261	0.001092850772
262	0.001077220328
263	0.001053528553
264	0.001038712508
265	0.001023322578
266	0.001008024508
267	0.0009931042844
268	0.0009711956685
269	0.0009497966652
270	0.0009289501882
271	0.0009081909313
272	0.0008882698857
273	0.0008686832216
274	0.0008496521687
275	0.0008338799291
276	0.0008185768718
277	0.0008032175467
278	0.0007884623439
279	0.0007738026159
280	0.0007657487667
281	0.0007515749169
282	0.0007377532819
283	0.0007240620724
284	0.0007106181444
285	0.0006975825397
286	0.0006847368148
287	0.000673661535
288	0.0006612088927
289	0.0006489171616
290	0.0006369333335
291	0.0006251989539
292	0.0006137073137
293	0.0006022601781
294	0.0005934494248
295	0.0005845531575
296	0.0005760266464
297	0.0005673076284
298	0.0005589008618
299	0.000550520891
300	0.0005427031952
301	0.0005346963461
302	0.0005267437408
303	0.0005189917563
304	0.000511163605
305	0.0005035569143
306	0.0004966535271
307	0.0004892307915
308	0.0004826939625
309	0.0004722078591
310	0.0004616616311
311	0.000454877967
312	0.0004447597337
313	0.0004373597035
314	0.0004292475398
315	0.0004217105804
316	0.0004162519827
317	0.0004086817277
318	0.0004011401678
319	0.0003965599335
320	0.0003922089998
321	0.0003877894988
322	0.0003834295122
323	0.0003793189204
324	0.0003750850417
325	0.0003709551661
326	0.0003667831053
327	0.0003626057629
328	0.0003560611063
329	0.000349653604
330	0.0003432072769
331	0.0003368962352
332	0.0003305960668
333	0.0003245860706
334	0.0003227117803
335	0.0003179977124
336	0.0003133488606
337	0.0003086008871
338	0.0003040061113
339	0.0002999835373
340	0.0002955850663
341	0.0002912322168
342	0.0002868958836
343	0.0002832953813
344	0.000279137573
345	0.0002752808425
346	0.0002711771189
347	0.0002695788592
348	0.0002655723787
349	0.0002614674163
350	0.000257659624
351	0.0002540021434
352	0.0002503173827
353	0.0002477764778
354	0.0002447800244
355	0.0002414228329
356	0.0002377911408
357	0.0002343748837
358	0.0002292522303
359	0.000226743154
360	0.0002250648186
361	0.0002224901062
362	0.0002199598242
363	0.0002175504629
364	0.0002150353539
365	0.0002127692192
366	0.0002105160969
367	0.0002080581395
368	0.0002057800537
369	0.0002034514765
370	0.0002010691837
371	0.000198743265
372	0.0001967044278
373	0.0001945505451
